symptom_name	disease_name	cooccurs	tfidf_score	disease_id	symptom_id	doid_code	doid_name
"Obesity, Morbid"	Barrett Esophagus	3	5.258819857	D001471	D009767	DOID:9206	Barrett's esophagus
Thinness	Breast Neoplasms	5	13.35299805	D001943	D013851	DOID:1612	breast cancer
Thinness	Colonic Neoplasms	1	2.67059961	D003110	D013851	DOID:219	colon cancer
Thinness	Osteoporosis	13	34.71779493	D010024	D013851	DOID:11476	osteoporosis
Thinness	"Arthritis, Rheumatoid"	3	8.01179883	D001172	D013851	DOID:7148	rheumatoid arthritis
Thinness	Alzheimer Disease	5	13.35299805	D000544	D013851	DOID:10652	Alzheimer's disease
Thinness	Myocardial Ischemia	1	2.67059961	D017202	D013851	DOID:3393	coronary artery disease
Thinness	Coronary Artery Disease	5	13.35299805	D003324	D013851	DOID:3393	coronary artery disease
Thinness	Atherosclerosis	1	2.67059961	D050197	D013851	DOID:1936	atherosclerosis
Thinness	Hypertension	30	80.1179883	D006973	D013851	DOID:10763	hypertension
Thinness	"Diabetes Mellitus, Type 2"	68	181.6007735	D003924	D013851	DOID:9352	type 2 diabetes mellitus
Thinness	Metabolic Syndrome X	12	32.04719532	D024821	D013851	DOID:14221	metabolic syndrome X
Thinness	Obesity	641	1711.85435	D009765	D013851	DOID:9970	obesity
Thinness	Malaria	1	2.67059961	D008288	D013851	DOID:12365	malaria
Thinness	Esophageal Neoplasms	1	2.67059961	D004938	D013851	DOID:5041	esophageal cancer
Thinness	Stomach Neoplasms	1	2.67059961	D013274	D013851	DOID:10534	stomach cancer
Thinness	Head and Neck Neoplasms	1	2.67059961	D006258	D013851	DOID:11934	head and neck cancer
Thinness	Brain Neoplasms	1	2.67059961	D001932	D013851	DOID:1319	brain cancer
Thinness	Prostatic Neoplasms	2	5.34119922	D011471	D013851	DOID:10283	prostate cancer
Thinness	"Colitis, Ulcerative"	1	2.67059961	D003093	D013851	DOID:8577	ulcerative colitis
Thinness	Crohn Disease	3	8.01179883	D003424	D013851	DOID:8778	Crohn's disease
Thinness	Asthma	3	8.01179883	D001249	D013851	DOID:2841	asthma
Thinness	"Pulmonary Disease, Chronic Obstructive"	15	40.05899415	D029424	D013851	DOID:3083	chronic obstructive pulmonary disease
Thinness	Parkinson Disease	2	5.34119922	D010300	D013851	DOID:14330	Parkinson's disease
Thinness	"Kidney Failure, Chronic"	11	29.37659571	D007676	D013851	DOID:784	chronic kidney failure
Thinness	Coronary Disease	5	13.35299805	D003327	D013851	DOID:3393	coronary artery disease
Thinness	Anemia	3	8.01179883	D000740	D013851	DOID:2355	anemia
Thinness	"Lupus Erythematosus, Systemic"	2	5.34119922	D008180	D013851	DOID:9074	systemic lupus erythematosus
Thinness	"Diabetes Mellitus, Type 1"	12	32.04719532	D003922	D013851	DOID:9744	type 1 diabetes mellitus
Thinness	Hypothyroidism	1	2.67059961	D007037	D013851	DOID:1459	hypothyroidism
Thinness	Depressive Disorder	3	8.01179883	D003866	D013851	DOID:1595	endogenous depression
Thinness	Schizophrenia	3	8.01179883	D012559	D013851	DOID:5419	schizophrenia
Thinness	Polycystic Ovary Syndrome	32	85.45918752	D011085	D013851	DOID:11612	polycystic ovary syndrome
Thinness	Celiac Disease	2	5.34119922	D002446	D013851	DOID:10608	celiac disease
Thinness	Pancreatitis	1	2.67059961	D010195	D013851	DOID:4989	pancreatitis
Thinness	Dental Caries	4	10.68239844	D003731	D013851	DOID:216	dental caries
Thinness	"Diabetes, Gestational"	2	5.34119922	D016640	D013851	DOID:11714	gestational diabetes
Thinness	"Cardiomyopathy, Dilated"	1	2.67059961	D002311	D013851	DOID:12930	dilated cardiomyopathy
Thinness	"Aortic Aneurysm, Abdominal"	1	2.67059961	D017544	D013851	DOID:7693	abdominal aortic aneurysm
Thinness	Autistic Disorder	1	2.67059961	D001321	D013851	DOID:12849	autistic disorder
"Cardiac Output, Low"	Acquired Immunodeficiency Syndrome	1	2.14279565	D000163	D002303	DOID:635	acquired immunodeficiency syndrome
"Cardiac Output, Low"	Breast Neoplasms	3	6.428386949	D001943	D002303	DOID:1612	breast cancer
"Cardiac Output, Low"	Skin Neoplasms	1	2.14279565	D012878	D002303	DOID:4159	skin cancer
"Cardiac Output, Low"	"Arthritis, Rheumatoid"	4	8.571182598	D001172	D002303	DOID:7148	rheumatoid arthritis
"Cardiac Output, Low"	Alzheimer Disease	1	2.14279565	D000544	D002303	DOID:10652	Alzheimer's disease
"Cardiac Output, Low"	Myocardial Ischemia	91	194.9944041	D017202	D002303	DOID:3393	coronary artery disease
"Cardiac Output, Low"	Coronary Artery Disease	95	203.5655867	D003324	D002303	DOID:3393	coronary artery disease
"Cardiac Output, Low"	Hypertension	96	205.7083824	D006973	D002303	DOID:10763	hypertension
"Cardiac Output, Low"	"Scleroderma, Systemic"	1	2.14279565	D012595	D002303	DOID:418	systemic scleroderma
"Cardiac Output, Low"	Vitiligo	1	2.14279565	D014820	D002303	DOID:12306	vitiligo
"Cardiac Output, Low"	"Diabetes Mellitus, Type 2"	12	25.71354779	D003924	D002303	DOID:9352	type 2 diabetes mellitus
"Cardiac Output, Low"	Metabolic Syndrome X	5	10.71397825	D024821	D002303	DOID:14221	metabolic syndrome X
"Cardiac Output, Low"	Obesity	6	12.8567739	D009765	D002303	DOID:9970	obesity
"Cardiac Output, Low"	Ovarian Neoplasms	1	2.14279565	D010051	D002303	DOID:2394	ovarian cancer
"Cardiac Output, Low"	Hematologic Neoplasms	1	2.14279565	D019337	D002303	DOID:2531	hematologic cancer
"Cardiac Output, Low"	Mediastinal Neoplasms	3	6.428386949	D008479	D002303	DOID:5559	mediastinal cancer
"Cardiac Output, Low"	Uterine Neoplasms	1	2.14279565	D014594	D002303	DOID:363	uterine cancer
"Cardiac Output, Low"	Prostatic Neoplasms	1	2.14279565	D011471	D002303	DOID:10283	prostate cancer
"Cardiac Output, Low"	Kidney Neoplasms	1	2.14279565	D007680	D002303	DOID:263	kidney cancer
"Cardiac Output, Low"	Crohn Disease	3	6.428386949	D003424	D002303	DOID:8778	Crohn's disease
"Cardiac Output, Low"	"Pulmonary Disease, Chronic Obstructive"	6	12.8567739	D029424	D002303	DOID:3083	chronic obstructive pulmonary disease
"Cardiac Output, Low"	Multiple Sclerosis	1	2.14279565	D009103	D002303	DOID:2377	multiple sclerosis
"Cardiac Output, Low"	Parkinson Disease	1	2.14279565	D010300	D002303	DOID:14330	Parkinson's disease
"Cardiac Output, Low"	Epilepsy	1	2.14279565	D004827	D002303	DOID:1826	epilepsy syndrome
"Cardiac Output, Low"	Graves Disease	2	4.285591299	D006111	D002303	DOID:12361	Graves' disease
"Cardiac Output, Low"	"Kidney Failure, Chronic"	11	23.57075215	D007676	D002303	DOID:784	chronic kidney failure
"Cardiac Output, Low"	Coronary Disease	77	164.995265	D003327	D002303	DOID:3393	coronary artery disease
"Cardiac Output, Low"	Mucocutaneous Lymph Node Syndrome	1	2.14279565	D009080	D002303	DOID:13378	Kawasaki disease
"Cardiac Output, Low"	Anemia	19	40.71311734	D000740	D002303	DOID:2355	anemia
"Cardiac Output, Low"	"Lupus Erythematosus, Systemic"	2	4.285591299	D008180	D002303	DOID:9074	systemic lupus erythematosus
"Cardiac Output, Low"	"Diabetes Mellitus, Type 1"	4	8.571182598	D003922	D002303	DOID:9744	type 1 diabetes mellitus
"Cardiac Output, Low"	Hypothyroidism	3	6.428386949	D007037	D002303	DOID:1459	hypothyroidism
"Cardiac Output, Low"	Panic Disorder	1	2.14279565	D016584	D002303	DOID:594	panic disorder
"Cardiac Output, Low"	Depressive Disorder	2	4.285591299	D003866	D002303	DOID:1595	endogenous depression
"Cardiac Output, Low"	Schizophrenia	1	2.14279565	D012559	D002303	DOID:5419	schizophrenia
"Cardiac Output, Low"	Adrenal Gland Neoplasms	6	12.8567739	D000310	D002303	DOID:3953	adrenal gland cancer
"Cardiac Output, Low"	Peripheral Nervous System Neoplasms	1	2.14279565	D010524	D002303	DOID:1192	peripheral nervous system neoplasm
"Cardiac Output, Low"	Pancreatitis	2	4.285591299	D010195	D002303	DOID:4989	pancreatitis
"Cardiac Output, Low"	Intracranial Aneurysm	2	4.285591299	D002532	D002303	DOID:10941	intracranial aneurysm
"Cardiac Output, Low"	"Cardiomyopathy, Dilated"	70	149.9956955	D002311	D002303	DOID:12930	dilated cardiomyopathy
"Cardiac Output, Low"	"Aortic Aneurysm, Abdominal"	2	4.285591299	D017544	D002303	DOID:7693	abdominal aortic aneurysm
"Cardiac Output, Low"	"Aortic Aneurysm, Thoracic"	2	4.285591299	D017545	D002303	DOID:14004	thoracic aortic aneurysm
Hydrops Fetalis	Skin Neoplasms	1	2.341000253	D012878	D015160	DOID:4159	skin cancer
Hydrops Fetalis	"Arthritis, Rheumatoid"	1	2.341000253	D001172	D015160	DOID:7148	rheumatoid arthritis
Hydrops Fetalis	Atherosclerosis	1	2.341000253	D050197	D015160	DOID:1936	atherosclerosis
Hydrops Fetalis	Hypertension	1	2.341000253	D006973	D015160	DOID:10763	hypertension
Hydrops Fetalis	Hepatitis B	1	2.341000253	D006509	D015160	DOID:2043	hepatitis B
Hydrops Fetalis	Retroperitoneal Neoplasms	1	2.341000253	D012186	D015160	DOID:5875	retroperitoneal cancer
Hydrops Fetalis	Liver Neoplasms	9	21.06900227	D008113	D015160	DOID:3571	liver cancer
Hydrops Fetalis	Head and Neck Neoplasms	13	30.43300328	D006258	D015160	DOID:11934	head and neck cancer
Hydrops Fetalis	Brain Neoplasms	2	4.682000505	D001932	D015160	DOID:1319	brain cancer
Hydrops Fetalis	Meningeal Neoplasms	1	2.341000253	D008577	D015160	DOID:3565	meningioma
Hydrops Fetalis	Spinal Cord Neoplasms	1	2.341000253	D013120	D015160	DOID:5612	spinal cancer
Hydrops Fetalis	Mediastinal Neoplasms	9	21.06900227	D008479	D015160	DOID:5559	mediastinal cancer
Hydrops Fetalis	Uterine Neoplasms	7	16.38700177	D014594	D015160	DOID:363	uterine cancer
Hydrops Fetalis	Kidney Neoplasms	7	16.38700177	D007680	D015160	DOID:263	kidney cancer
Hydrops Fetalis	Graves Disease	1	2.341000253	D006111	D015160	DOID:12361	Graves' disease
Hydrops Fetalis	Mucocutaneous Lymph Node Syndrome	1	2.341000253	D009080	D015160	DOID:13378	Kawasaki disease
Hydrops Fetalis	Anemia	34	79.59400859	D000740	D015160	DOID:2355	anemia
Hydrops Fetalis	"Lupus Erythematosus, Systemic"	2	4.682000505	D008180	D015160	DOID:9074	systemic lupus erythematosus
Hydrops Fetalis	Hypothyroidism	1	2.341000253	D007037	D015160	DOID:1459	hypothyroidism
Hydrops Fetalis	"Neoplasms, Germ Cell and Embryonal"	1	2.341000253	D009373	D015160	DOID:2994	germ cell cancer
Hydrops Fetalis	Adrenal Gland Neoplasms	1	2.341000253	D000310	D015160	DOID:3953	adrenal gland cancer
Hydrops Fetalis	Intracranial Aneurysm	1	2.341000253	D002532	D015160	DOID:10941	intracranial aneurysm
Hydrops Fetalis	Glaucoma	1	2.341000253	D005901	D015160	DOID:1686	glaucoma
Hydrops Fetalis	"Aortic Aneurysm, Thoracic"	1	2.341000253	D017545	D015160	DOID:14004	thoracic aortic aneurysm
Eye Hemorrhage	Acquired Immunodeficiency Syndrome	1	2.752642033	D000163	D005130	DOID:635	acquired immunodeficiency syndrome
Eye Hemorrhage	Myocardial Ischemia	2	5.505284065	D017202	D005130	DOID:3393	coronary artery disease
Eye Hemorrhage	Hypertension	5	13.76321016	D006973	D005130	DOID:10763	hypertension
Eye Hemorrhage	"Diabetes Mellitus, Type 2"	1	2.752642033	D003924	D005130	DOID:9352	type 2 diabetes mellitus
Eye Hemorrhage	Hepatitis B	1	2.752642033	D006509	D005130	DOID:2043	hepatitis B
Eye Hemorrhage	Melanoma	5	13.76321016	D008545	D005130	DOID:1909	melanoma
Eye Hemorrhage	Brain Neoplasms	1	2.752642033	D001932	D005130	DOID:1319	brain cancer
Eye Hemorrhage	Kidney Neoplasms	1	2.752642033	D007680	D005130	DOID:263	kidney cancer
Eye Hemorrhage	"Colitis, Ulcerative"	1	2.752642033	D003093	D005130	DOID:8577	ulcerative colitis
Eye Hemorrhage	"Kidney Failure, Chronic"	1	2.752642033	D007676	D005130	DOID:784	chronic kidney failure
Eye Hemorrhage	"Diabetes Mellitus, Type 1"	1	2.752642033	D003922	D005130	DOID:9744	type 1 diabetes mellitus
Eye Hemorrhage	Eye Neoplasms	7	19.26849423	D005134	D005130	DOID:2174	ocular cancer
Eye Hemorrhage	Behcet Syndrome	2	5.505284065	D001528	D005130	DOID:13241	Behcet's disease
Eye Hemorrhage	Glaucoma	18	49.54755659	D005901	D005130	DOID:1686	glaucoma
Eye Hemorrhage	Macular Degeneration	7	19.26849423	D008268	D005130	DOID:10871	age related macular degeneration
Eye Hemorrhage	Refractive Errors	1	2.752642033	D012030	D005130	DOID:9835	refractive error
Fatigue	Acquired Immunodeficiency Syndrome	23	26.17430258	D000163	D005221	DOID:635	acquired immunodeficiency syndrome
Fatigue	Breast Neoplasms	338	384.6484466	D001943	D005221	DOID:1612	breast cancer
Fatigue	Colonic Neoplasms	18	20.4842368	D003110	D005221	DOID:219	colon cancer
Fatigue	Skin Neoplasms	20	22.76026311	D012878	D005221	DOID:4159	skin cancer
Fatigue	Osteoporosis	4	4.552052622	D010024	D005221	DOID:11476	osteoporosis
Fatigue	"Arthritis, Rheumatoid"	143	162.7358812	D001172	D005221	DOID:7148	rheumatoid arthritis
Fatigue	Alzheimer Disease	10	11.38013156	D000544	D005221	DOID:10652	Alzheimer's disease
Fatigue	Myocardial Ischemia	22	25.03628942	D017202	D005221	DOID:3393	coronary artery disease
Fatigue	Coronary Artery Disease	62	70.55681564	D003324	D005221	DOID:3393	coronary artery disease
Fatigue	Atherosclerosis	5	5.690065778	D050197	D005221	DOID:1936	atherosclerosis
Fatigue	Hypertension	56	63.72873671	D006973	D005221	DOID:10763	hypertension
Fatigue	"Scleroderma, Systemic"	10	11.38013156	D012595	D005221	DOID:418	systemic scleroderma
Fatigue	Vitiligo	1	1.138013156	D014820	D005221	DOID:12306	vitiligo
Fatigue	"Diabetes Mellitus, Type 2"	22	25.03628942	D003924	D005221	DOID:9352	type 2 diabetes mellitus
Fatigue	Metabolic Syndrome X	1	1.138013156	D024821	D005221	DOID:14221	metabolic syndrome X
Fatigue	Obesity	44	50.07257884	D009765	D005221	DOID:9970	obesity
Fatigue	Hepatitis B	10	11.38013156	D006509	D005221	DOID:2043	hepatitis B
Fatigue	Malaria	3	3.414039467	D008288	D005221	DOID:12365	malaria
Fatigue	Leiomyoma	1	1.138013156	D007889	D005221	DOID:13223	uterine fibroid
Fatigue	Myosarcoma	1	1.138013156	D009217	D005221	DOID:4045	muscle cancer
Fatigue	Glioma	11	12.51814471	D005910	D005221	DOID:3070	malignant glioma
Fatigue	Melanoma	25	28.45032889	D008545	D005221	DOID:1909	melanoma
Fatigue	Retroperitoneal Neoplasms	1	1.138013156	D012186	D005221	DOID:5875	retroperitoneal cancer
Fatigue	Esophageal Neoplasms	9	10.2421184	D004938	D005221	DOID:5041	esophageal cancer
Fatigue	Rectal Neoplasms	13	14.79417102	D012004	D005221	DOID:1993	rectum cancer
Fatigue	Stomach Neoplasms	23	26.17430258	D013274	D005221	DOID:10534	stomach cancer
Fatigue	Liver Neoplasms	22	25.03628942	D008113	D005221	DOID:3571	liver cancer
Fatigue	Pancreatic Neoplasms	26	29.58834204	D010190	D005221	DOID:1793	pancreatic cancer
Fatigue	Ovarian Neoplasms	40	45.52052622	D010051	D005221	DOID:2394	ovarian cancer
Fatigue	Head and Neck Neoplasms	26	29.58834204	D006258	D005221	DOID:11934	head and neck cancer
Fatigue	Laryngeal Neoplasms	2	2.276026311	D007822	D005221	DOID:2596	larynx cancer
Fatigue	Hematologic Neoplasms	17	19.34622364	D019337	D005221	DOID:2531	hematologic cancer
Fatigue	Brain Neoplasms	32	36.41642098	D001932	D005221	DOID:1319	brain cancer
Fatigue	Mediastinal Neoplasms	2	2.276026311	D008479	D005221	DOID:5559	mediastinal cancer
Fatigue	Uterine Neoplasms	7	7.966092089	D014594	D005221	DOID:363	uterine cancer
Fatigue	Prostatic Neoplasms	80	91.04105244	D011471	D005221	DOID:10283	prostate cancer
Fatigue	Kidney Neoplasms	44	50.07257884	D007680	D005221	DOID:263	kidney cancer
Fatigue	"Spondylitis, Ankylosing"	28	31.86436835	D013167	D005221	DOID:7147	ankylosing spondylitis
Fatigue	"Colitis, Ulcerative"	1	1.138013156	D003093	D005221	DOID:8577	ulcerative colitis
Fatigue	Crohn Disease	12	13.65615787	D003424	D005221	DOID:8778	Crohn's disease
Fatigue	Asthma	26	29.58834204	D001249	D005221	DOID:2841	asthma
Fatigue	"Pulmonary Disease, Chronic Obstructive"	42	47.79655253	D029424	D005221	DOID:3083	chronic obstructive pulmonary disease
Fatigue	Multiple Sclerosis	408	464.3093675	D009103	D005221	DOID:2377	multiple sclerosis
Fatigue	Parkinson Disease	83	94.45509191	D010300	D005221	DOID:14330	Parkinson's disease
Fatigue	Epilepsy	39	44.38251307	D004827	D005221	DOID:1826	epilepsy syndrome
Fatigue	Migraine Disorders	25	28.45032889	D008881	D005221	DOID:6364	migraine
Fatigue	Amyotrophic Lateral Sclerosis	18	20.4842368	D000690	D005221	DOID:332	amyotrophic lateral sclerosis
Fatigue	Restless Legs Syndrome	16	18.20821049	D012148	D005221	DOID:0050425	restless legs syndrome
Fatigue	Graves Disease	7	7.966092089	D006111	D005221	DOID:12361	Graves' disease
Fatigue	"Kidney Failure, Chronic"	61	69.41880249	D007676	D005221	DOID:784	chronic kidney failure
Fatigue	Coronary Disease	49	55.76264462	D003327	D005221	DOID:3393	coronary artery disease
Fatigue	Anemia	117	133.1475392	D000740	D005221	DOID:2355	anemia
Fatigue	"Lupus Erythematosus, Systemic"	72	81.9369472	D008180	D005221	DOID:9074	systemic lupus erythematosus
Fatigue	Alopecia Areata	3	3.414039467	D000506	D005221	DOID:986	alopecia areata
Fatigue	"Diabetes Mellitus, Type 1"	16	18.20821049	D003922	D005221	DOID:9744	type 1 diabetes mellitus
Fatigue	Hypothyroidism	41	46.65853938	D007037	D005221	DOID:1459	hypothyroidism
Fatigue	Panic Disorder	7	7.966092089	D016584	D005221	DOID:594	panic disorder
Fatigue	Bipolar Disorder	10	11.38013156	D001714	D005221	DOID:3312	bipolar disorder
Fatigue	Depressive Disorder	132	150.2177365	D003866	D005221	DOID:1595	endogenous depression
Fatigue	Schizophrenia	25	28.45032889	D012559	D005221	DOID:5419	schizophrenia
Fatigue	"Neoplasms, Germ Cell and Embryonal"	1	1.138013156	D009373	D005221	DOID:2994	germ cell cancer
Fatigue	Mesothelioma	3	3.414039467	D008654	D005221	DOID:1790	malignant mesothelioma
Fatigue	Bone Neoplasms	15	17.07019733	D001859	D005221	DOID:184	bone cancer
Fatigue	Bile Duct Neoplasms	4	4.552052622	D001650	D005221	DOID:4606	bile duct cancer
Fatigue	Adrenal Gland Neoplasms	6	6.828078933	D000310	D005221	DOID:3953	adrenal gland cancer
Fatigue	Testicular Neoplasms	10	11.38013156	D013736	D005221	DOID:2998	testicular cancer
Fatigue	Eye Neoplasms	1	1.138013156	D005134	D005221	DOID:2174	ocular cancer
Fatigue	Vascular Neoplasms	3	3.414039467	D019043	D005221	DOID:175	vascular cancer
Fatigue	Vulvar Neoplasms	1	1.138013156	D014846	D005221	DOID:1245	vulva cancer
Fatigue	Urinary Bladder Neoplasms	4	4.552052622	D001749	D005221	DOID:11054	urinary bladder cancer
Fatigue	Osteitis Deformans	1	1.138013156	D010001	D005221	DOID:5408	Paget's disease of bone
Fatigue	"Arthritis, Psoriatic"	11	12.51814471	D015535	D005221	DOID:9008	psoriatic arthritis
Fatigue	"Cholangitis, Sclerosing"	7	7.966092089	D015209	D005221	DOID:14268	sclerosing cholangitis
Fatigue	Celiac Disease	17	19.34622364	D002446	D005221	DOID:10608	celiac disease
Fatigue	Pancreatitis	2	2.276026311	D010195	D005221	DOID:4989	pancreatitis
Fatigue	Behcet Syndrome	1	1.138013156	D001528	D005221	DOID:13241	Behcet's disease
Fatigue	Dental Caries	4	4.552052622	D003731	D005221	DOID:216	dental caries
Fatigue	Idiopathic Pulmonary Fibrosis	5	5.690065778	D054990	D005221	DOID:0050156	idiopathic pulmonary fibrosis
Fatigue	Intracranial Aneurysm	1	1.138013156	D002532	D005221	DOID:10941	intracranial aneurysm
Fatigue	Creutzfeldt-Jakob Syndrome	1	1.138013156	D007562	D005221	DOID:11949	Creutzfeldt-Jakob disease
Fatigue	Glaucoma	6	6.828078933	D005901	D005221	DOID:1686	glaucoma
Fatigue	"Cardiomyopathy, Dilated"	5	5.690065778	D002311	D005221	DOID:12930	dilated cardiomyopathy
Fatigue	"Aortic Aneurysm, Abdominal"	3	3.414039467	D017544	D005221	DOID:7693	abdominal aortic aneurysm
Fatigue	"Aortic Aneurysm, Thoracic"	3	3.414039467	D017545	D005221	DOID:14004	thoracic aortic aneurysm
Fatigue	Attention Deficit Disorder with Hyperactivity	12	13.65615787	D001289	D005221	DOID:1094	attention deficit hyperactivity disorder
Fatigue	Autistic Disorder	4	4.552052622	D001321	D005221	DOID:12849	autistic disorder
Fatigue	"Liver Cirrhosis, Biliary"	75	85.35098666	D008105	D005221	DOID:12236	primary biliary cirrhosis
Fatigue	Vaginal Neoplasms	1	1.138013156	D014625	D005221	DOID:119	vaginal cancer
Fatigue	Otosclerosis	1	1.138013156	D010040	D005221	DOID:12185	otosclerosis
Fatigue	Tourette Syndrome	1	1.138013156	D005879	D005221	DOID:11119	Gilles de la Tourette syndrome
Fatigue	Narcolepsy	10	11.38013156	D009290	D005221	DOID:8986	narcolepsy
Fetal Distress	Coronary Artery Disease	1	2.588451638	D003324	D005316	DOID:3393	coronary artery disease
Fetal Distress	Hypertension	27	69.88819423	D006973	D005316	DOID:10763	hypertension
Fetal Distress	Obesity	1	2.588451638	D009765	D005316	DOID:9970	obesity
Fetal Distress	Hepatitis B	1	2.588451638	D006509	D005316	DOID:2043	hepatitis B
Fetal Distress	Malaria	1	2.588451638	D008288	D005316	DOID:12365	malaria
Fetal Distress	Head and Neck Neoplasms	1	2.588451638	D006258	D005316	DOID:11934	head and neck cancer
Fetal Distress	Uterine Neoplasms	3	7.765354915	D014594	D005316	DOID:363	uterine cancer
Fetal Distress	Asthma	2	5.176903276	D001249	D005316	DOID:2841	asthma
Fetal Distress	Epilepsy	3	7.765354915	D004827	D005316	DOID:1826	epilepsy syndrome
Fetal Distress	Graves Disease	1	2.588451638	D006111	D005316	DOID:12361	Graves' disease
Fetal Distress	"Kidney Failure, Chronic"	1	2.588451638	D007676	D005316	DOID:784	chronic kidney failure
Fetal Distress	Coronary Disease	1	2.588451638	D003327	D005316	DOID:3393	coronary artery disease
Fetal Distress	Anemia	6	15.53070983	D000740	D005316	DOID:2355	anemia
Fetal Distress	"Lupus Erythematosus, Systemic"	3	7.765354915	D008180	D005316	DOID:9074	systemic lupus erythematosus
Fetal Distress	"Diabetes Mellitus, Type 1"	7	18.11916147	D003922	D005316	DOID:9744	type 1 diabetes mellitus
Fetal Distress	Hypothyroidism	3	7.765354915	D007037	D005316	DOID:1459	hypothyroidism
Fetal Distress	Schizophrenia	2	5.176903276	D012559	D005316	DOID:5419	schizophrenia
Fetal Distress	Pancreatitis	4	10.35380655	D010195	D005316	DOID:4989	pancreatitis
Fetal Distress	Dental Caries	1	2.588451638	D003731	D005316	DOID:216	dental caries
Fetal Distress	"Diabetes, Gestational"	10	25.88451638	D016640	D005316	DOID:11714	gestational diabetes
Fetal Distress	Attention Deficit Disorder with Hyperactivity	1	2.588451638	D001289	D005316	DOID:1094	attention deficit hyperactivity disorder
Fetal Distress	Autistic Disorder	1	2.588451638	D001321	D005316	DOID:12849	autistic disorder
Hot Flashes	Breast Neoplasms	191	650.490799	D001943	D019584	DOID:1612	breast cancer
Hot Flashes	Osteoporosis	29	98.7656187	D010024	D019584	DOID:11476	osteoporosis
Hot Flashes	Alzheimer Disease	1	3.40571099	D000544	D019584	DOID:10652	Alzheimer's disease
Hot Flashes	Coronary Artery Disease	3	10.21713297	D003324	D019584	DOID:3393	coronary artery disease
Hot Flashes	Hypertension	3	10.21713297	D006973	D019584	DOID:10763	hypertension
Hot Flashes	Metabolic Syndrome X	1	3.40571099	D024821	D019584	DOID:14221	metabolic syndrome X
Hot Flashes	Obesity	3	10.21713297	D009765	D019584	DOID:9970	obesity
Hot Flashes	Leiomyoma	8	27.24568792	D007889	D019584	DOID:13223	uterine fibroid
Hot Flashes	Liver Neoplasms	1	3.40571099	D008113	D019584	DOID:3571	liver cancer
Hot Flashes	Uterine Neoplasms	7	23.83997693	D014594	D019584	DOID:363	uterine cancer
Hot Flashes	Prostatic Neoplasms	74	252.0226132	D011471	D019584	DOID:10283	prostate cancer
Hot Flashes	Migraine Disorders	2	6.811421979	D008881	D019584	DOID:6364	migraine
Hot Flashes	Restless Legs Syndrome	1	3.40571099	D012148	D019584	DOID:0050425	restless legs syndrome
Hot Flashes	"Kidney Failure, Chronic"	1	3.40571099	D007676	D019584	DOID:784	chronic kidney failure
Hot Flashes	Coronary Disease	3	10.21713297	D003327	D019584	DOID:3393	coronary artery disease
Hot Flashes	Anemia	1	3.40571099	D000740	D019584	DOID:2355	anemia
Hot Flashes	"Lupus Erythematosus, Systemic"	2	6.811421979	D008180	D019584	DOID:9074	systemic lupus erythematosus
Hot Flashes	Hypothyroidism	1	3.40571099	D007037	D019584	DOID:1459	hypothyroidism
Hot Flashes	Panic Disorder	3	10.21713297	D016584	D019584	DOID:594	panic disorder
Hot Flashes	Depressive Disorder	8	27.24568792	D003866	D019584	DOID:1595	endogenous depression
Hot Flashes	Adrenal Gland Neoplasms	1	3.40571099	D000310	D019584	DOID:3953	adrenal gland cancer
Hypergammaglobulinemia	Acquired Immunodeficiency Syndrome	27	45.33637942	D000163	D006942	DOID:635	acquired immunodeficiency syndrome
Hypergammaglobulinemia	Breast Neoplasms	4	6.716500655	D001943	D006942	DOID:1612	breast cancer
Hypergammaglobulinemia	Colonic Neoplasms	3	5.037375491	D003110	D006942	DOID:219	colon cancer
Hypergammaglobulinemia	Skin Neoplasms	10	16.79125164	D012878	D006942	DOID:4159	skin cancer
Hypergammaglobulinemia	Osteoporosis	5	8.395625819	D010024	D006942	DOID:11476	osteoporosis
Hypergammaglobulinemia	"Arthritis, Rheumatoid"	49	82.27713302	D001172	D006942	DOID:7148	rheumatoid arthritis
Hypergammaglobulinemia	Alzheimer Disease	1	1.679125164	D000544	D006942	DOID:10652	Alzheimer's disease
Hypergammaglobulinemia	Coronary Artery Disease	2	3.358250327	D003324	D006942	DOID:3393	coronary artery disease
Hypergammaglobulinemia	Hypertension	7	11.75387615	D006973	D006942	DOID:10763	hypertension
Hypergammaglobulinemia	"Scleroderma, Systemic"	15	25.18687746	D012595	D006942	DOID:418	systemic scleroderma
Hypergammaglobulinemia	"Diabetes Mellitus, Type 2"	1	1.679125164	D003924	D006942	DOID:9352	type 2 diabetes mellitus
Hypergammaglobulinemia	Leprosy	5	8.395625819	D007918	D006942	DOID:1024	leprosy
Hypergammaglobulinemia	Hepatitis B	12	20.14950196	D006509	D006942	DOID:2043	hepatitis B
Hypergammaglobulinemia	Malaria	15	25.18687746	D008288	D006942	DOID:12365	malaria
Hypergammaglobulinemia	Melanoma	1	1.679125164	D008545	D006942	DOID:1909	melanoma
Hypergammaglobulinemia	Retroperitoneal Neoplasms	1	1.679125164	D012186	D006942	DOID:5875	retroperitoneal cancer
Hypergammaglobulinemia	Stomach Neoplasms	4	6.716500655	D013274	D006942	DOID:10534	stomach cancer
Hypergammaglobulinemia	Liver Neoplasms	16	26.86600262	D008113	D006942	DOID:3571	liver cancer
